Geneid	protein_id	product	ctrl4	ctrl5	ctrl6	IP1	IP2	IP3
SAOUHSC_02571	ABD31583.1	secretory antigen precursor%2C putative	17046	20025	21039	13712	13556	4035
SAOUHSC_02572	ABD31584.1	conserved hypothetical protein	20253	16579	13688	49059	63957	9420
SAOUHSC_02573	ABD31585.1	Na+/H+ antiporter NhaC	2245	2126	1723	12811	19875	6314
SAOUHSC_02574	ABD31586.1	conserved hypothetical protein	2233	1764	1665	12186	14707	2973
SAOUHSC_02575	ABD31587.1	conserved hypothetical protein	425	282	301	1493	1277	89
SAOUHSC_02576	ABD31588.1	secretory antigen precursor SsaA%2C putative	1098	1154	1215	1276	1498	352
SAOUHSC_A02445	ABD32070.1	conserved hypothetical protein	76	43	63	48	34	7
SAOUHSC_02577	ABD31589.1	D-isomer specific 2-hydroxyacid dehydrogenase%2C NAD binding domain protein	5817	4513	3581	10459	14874	3216
SAOUHSC_02579	ABD31590.1	conserved hypothetical protein	4147	3077	3665	2598	2927	627
SAOUHSC_02580	ABD31591.1	N-acetylmuramoyl-L-alanine amidase%2C putative	3963	3031	3215	4618	5610	978
SAOUHSC_A02450	ABD32071.1	conserved hypothetical protein	137	75	170	372	624	12
SAOUHSC_02581	ABD31592.1	conserved hypothetical protein	9220	6983	6503	13069	16302	2704
SAOUHSC_02582	ABD31593.1	formate dehydrogenase%2C alpha subunit%2C putative	41328	36188	29872	64454	74823	19621
SAOUHSC_02583	ABD31594.1	transcriptional regulator%2C putative	14024	11530	12059	6157	9178	2558
SAOUHSC_02584	ABD31595.1	conserved hypothetical protein	2251	2862	1492	2660	3421	400
SAOUHSC_02585	ABD31596.1	conserved hypothetical protein	4008	3088	3085	3434	6120	435
SAOUHSC_02586	ABD31597.1	conserved hypothetical protein	274	170	219	99	155	17
SAOUHSC_02587	ABD31598.1	conserved hypothetical protein	312	151	169	600	537	28
SAOUHSC_02588	ABD31599.1	conserved hypothetical protein	44	9	24	39	68	11
SAOUHSC_02589	ABD31600.1	conserved hypothetical protein	14793	10783	10949	7832	8737	665
SAOUHSC_02590	ABD31601.1	conserved hypothetical protein	8411	7852	7593	15904	20156	4785
SAOUHSC_02591	ABD31602.1	conserved hypothetical protein	839	509	521	1530	2369	109
SAOUHSC_02592	ABD31603.1	conserved hypothetical protein	563	443	370	1052	1531	210
SAOUHSC_02593	ABD31604.1	conserved hypothetical protein	280	256	187	907	1167	67
SAOUHSC_02594	ABD31605.1	conserved hypothetical protein	763	587	480	2506	5094	488
SAOUHSC_02595	ABD31606.1	conserved hypothetical protein	403	243	302	2823	4818	252
SAOUHSC_02596	ABD31607.1	conserved hypothetical protein	264	206	228	466	586	20
SAOUHSC_02597	ABD31608.1	PTS system component%2C putative	2175	1813	1310	3673	4771	727
SAOUHSC_02599	ABD31609.1	Hex regulon repressor%2C putative	307	194	192	760	808	53
SAOUHSC_02600	ABD31610.1	conserved hypothetical protein	2082	1573	1344	3320	6031	1070
SAOUHSC_02601	ABD31611.1	Na+/H+ antiporter%2C putative	1023	795	740	2492	3037	1099
SAOUHSC_02602	ABD31612.1	hypothetical protein	352	265	178	1638	2749	1638
SAOUHSC_02603	ABD31613.1	conserved hypothetical protein	230	126	169	684	1019	92
SAOUHSC_02604	ABD31614.1	conserved hypothetical protein	5854	4998	3704	19960	25234	13444
SAOUHSC_02605	ABD31615.1	conserved hypothetical protein	1201	836	803	1737	2890	796
SAOUHSC_02606	ABD31616.1	imidazolonepropionase	3205	2150	2047	916	1166	276
SAOUHSC_02607	ABD31617.1	urocanate hydratase	2841	2105	1967	569	799	307
SAOUHSC_02608	ABD31618.1	conserved hypothetical protein	856	605	580	539	632	28
SAOUHSC_02609	ABD31619.1	fosfomycin resistance protein%2C putative	202	127	190	119	117	11
SAOUHSC_02610	ABD31620.1	formiminoglutamase	6036	5941	3791	14074	16362	9435
SAOUHSC_02611	ABD31621.1	conserved hypothetical protein	2913	1852	2175	4411	5122	500
SAOUHSC_02612	ABD31622.1	ribose 5-phosphate isomerase%2C putative	1276	951	729	2527	2735	494
SAOUHSC_02613	ABD31623.1	conserved hypothetical protein	1138	807	606	2440	2323	193
SAOUHSC_A02483	ABD32072.1	hypothetical protein	192	139	165	242	216	25
SAOUHSC_02614	ABD31624.1	aldose 1-epimerase precursor%2C putative	2420	1999	1648	3156	4500	602
SAOUHSC_02615	ABD31625.1	conserved hypothetical protein	970	852	727	1645	3036	605
SAOUHSC_02616	ABD31626.1	hypothetical protein	13	5	11	13	7	0
SAOUHSC_02618	ABD31627.1	conserved hypothetical protein	1827	1157	1334	873	1124	71
SAOUHSC_02619	ABD31628.1	conserved hypothetical protein	534	355	378	228	247	9
SAOUHSC_02620	ABD31629.1	conserved hypothetical protein	4959	3410	5141	582	795	76
SAOUHSC_02621	ABD31630.1	DNA-3-methyladenine glycosylase%2C putative	608	413	359	435	418	261
SAOUHSC_02622	ABD31631.1	sodium/glutamate symporter	1363	1081	1129	838	660	131
SAOUHSC_02623	ABD31632.1	conserved hypothetical protein	5773	4366	4475	4865	5904	1397
SAOUHSC_02624	ABD31633.1	conserved hypothetical protein	1840	1402	1480	2172	2314	137
SAOUHSC_02625	ABD31634.1	conserved hypothetical protein	1032	715	624	1550	2278	114
SAOUHSC_02626	ABD31635.1	conserved hypothetical protein	1215	945	785	2246	3593	534
SAOUHSC_02627	ABD31636.1	conserved hypothetical protein	2273	1549	1391	3760	4167	1199
SAOUHSC_02628	ABD31637.1	conserved hypothetical protein	2819	2017	2066	3107	3070	366
SAOUHSC_02629	ABD31638.1	drug resistance transporter%2C EmrB/QacA subfamily%2C putative	14867	23211	14481	23609	32834	6821
SAOUHSC_02630	ABD31639.1	conserved hypothetical protein	5561	8449	4901	8305	13470	1825
SAOUHSC_02631	ABD31640.1	conserved hypothetical protein	485	230	280	1102	1075	74
SAOUHSC_02632	ABD31641.1	conserved hypothetical protein	189	134	137	377	770	135
SAOUHSC_02633	ABD31642.1	conserved hypothetical protein	471	464	361	1021	1439	160
SAOUHSC_02634	ABD31643.1	conserved hypothetical protein	17	14	20	10	12	3
SAOUHSC_02635	ABD31644.1	conserved hypothetical protein	5850	3943	4813	2976	4337	249
SAOUHSC_A02503	ABD32073.1	hypothetical protein	50	15	44	53	47	5
SAOUHSC_02636	ABD31645.1	conserved hypothetical protein	7125	4873	5128	4968	4895	1019
SAOUHSC_02637	ABD31646.1	conserved hypothetical protein	4731	3246	4268	4175	5364	596
SAOUHSC_02638	ABD31647.1	conserved hypothetical protein	11971	9846	9689	7979	12328	1484
SAOUHSC_A02505	ABD32074.1	conserved hypothetical protein	82	71	49	60	81	81
SAOUHSC_02639	ABD31648.1	truncated transposase	54	46	56	90	108	8
SAOUHSC_02640	ABD31649.1	conserved hypothetical protein	857	548	535	218	266	21
SAOUHSC_02641	ABD31650.1	permease%2C putative domain protein	603	412	450	165	150	12
SAOUHSC_02643	ABD31651.1	DNA-binding response regulator%2C putative	790	590	672	714	871	131
SAOUHSC_02644	ABD31652.1	sensor histidine kinase%2C putative	3777	2631	3102	2046	2117	199
SAOUHSC_02645	ABD31653.1	conserved hypothetical protein	1408	3349	961	27529	7332	214
SAOUHSC_02646	ABD31654.1	conserved hypothetical protein	2218	5042	1340	28309	6731	579
SAOUHSC_02647	ABD31655.1	malate:quinone-oxidoreductase	8112	6262	5062	6569	6215	1950
SAOUHSC_02648	ABD31656.1	L-lactate permease	11946	8799	10108	28016	31660	5683
SAOUHSC_02649	ABD31657.1	conserved hypothetical protein	5176	4131	3833	4436	4840	473
SAOUHSC_02650	ABD31658.1	lipoprotein%2C putative	8216	7798	5502	22514	39469	4010
SAOUHSC_02651	ABD31659.1	conserved hypothetical protein	437	289	303	911	1291	212
SAOUHSC_02652	ABD31660.1	conserved hypothetical protein	1439	1042	814	1799	3066	899
SAOUHSC_02653	ABD31661.1	conserved hypothetical protein	264	182	118	257	405	210
SAOUHSC_02654	ABD31662.1	conserved hypothetical protein	848	527	388	707	1049	151
SAOUHSC_02655	ABD31663.1	conserved hypothetical protein	8	2	3	2	0	0
SAOUHSC_02656	ABD31664.1	conserved hypothetical protein	1859	1258	1288	1854	2567	838
SAOUHSC_02657	ABD31665.1	conserved hypothetical protein	47	23	27	18	21	1
SAOUHSC_02658	ABD31666.1	membrane protein%2C putative	1452	1109	1045	1155	2189	181
SAOUHSC_02659	ABD31667.1	conserved hypothetical protein	18568	12913	15541	3095	4258	144
SAOUHSC_02660	ABD31668.1	conserved hypothetical protein	26265	17597	22961	4343	4757	245
SAOUHSC_02661	ABD31669.1	PTS system sucrose-specific IIBC component%2C putative	7702	6947	4929	628	351	58
SAOUHSC_02662	ABD31670.1	PTS system sucrose-specific IIBC component	800	890	540	53	72	18
SAOUHSC_02663	ABD31671.1	conserved hypothetical protein	1707	1447	1364	3133	3366	283
SAOUHSC_02664	ABD31672.1	transcriptional regulator%2C putative	4961	3448	4301	3945	5108	309
SAOUHSC_02665	ABD31673.1	conserved hypothetical protein	6663	6079	4489	15105	15149	1849
SAOUHSC_02666	ABD31674.1	conserved hypothetical protein	870	623	633	2090	2586	153
SAOUHSC_02667	ABD31675.1	conserved hypothetical protein	19724	15537	16911	16579	23463	3946
SAOUHSC_02668	ABD31676.1	conserved hypothetical protein	306	201	197	1177	1376	50
SAOUHSC_02669	ABD31677.1	conserved hypothetical protein	5022	3564	3590	7323	9790	494
SAOUHSC_02670	ABD31678.1	conserved hypothetical protein	5064	3604	4316	3413	4391	211
SAOUHSC_02671	ABD31679.1	conserved hypothetical protein	1329	1153	1039	1421	5864	428
SAOUHSC_02672	ABD31680.1	conserved hypothetical protein	357	225	275	176	224	16
SAOUHSC_02673	ABD31681.1	conserved hypothetical protein	117	74	75	49	60	14
SAOUHSC_02674	ABD31682.1	conserved hypothetical protein	604	376	527	306	497	31
SAOUHSC_02675	ABD31683.1	conserved hypothetical protein	2229	1453	1581	1445	2064	226
SAOUHSC_02676	ABD31684.1	conserved hypothetical protein	3936	3068	3093	3473	5174	761
SAOUHSC_02677	ABD31685.1	conserved hypothetical protein	1696	1299	1328	1967	2824	281
SAOUHSC_02678	ABD31686.1	respiratory nitrate reductase%2C gamma subunit	813	639	573	1135	1546	104
SAOUHSC_02679	ABD31687.1	respiratory nitrate reductase%2C delta subunit%2C putative	212	122	122	423	657	46
SAOUHSC_02680	ABD31688.1	nitrate reductase%2C beta subunit	807	529	474	1618	2209	536
SAOUHSC_02681	ABD31689.1	nitrate reductase%2C alpha subunit	1447	872	740	2219	2983	595
SAOUHSC_02682	ABD31690.1	uroporphyrin-III C-methyltransferase%2C putative	1460	1027	974	1573	3085	587
SAOUHSC_02683	ABD31691.1	assimilatory nitrite reductase [NAD(P)H]%2C small subunit%2C putative	220	166	166	304	619	204
SAOUHSC_02684	ABD31692.1	assimilatory nitrite reductase [NAD(P)H]%2C large subunit%2C putative	1451	1048	1014	1363	2524	446
SAOUHSC_02685	ABD31693.1	conserved hypothetical protein	399	189	251	142	295	46
SAOUHSC_02686	ABD31694.1	conserved hypothetical protein	615	408	394	633	1187	155
SAOUHSC_02687	ABD31695.1	formate/nitrite transporter%2C putative	1347	1079	936	3749	4808	475
SAOUHSC_02688	ABD31696.1	conserved hypothetical protein	12	10	18	56	147	17
SAOUHSC_02689	ABD31697.1	conserved hypothetical protein	175	121	129	488	530	38
SAOUHSC_02690	ABD31698.1	conserved hypothetical protein	21320	12910	13476	2487	4252	485
SAOUHSC_02691	ABD31699.1	conserved hypothetical protein	6689	5260	4838	1985	2164	290
SAOUHSC_02692	ABD31700.1	conserved hypothetical protein	3455	2722	2436	1029	1725	72
SAOUHSC_02693	ABD31701.1	conserved hypothetical protein	64	37	35	46	22	2
SAOUHSC_02694	ABD31702.1	conserved hypothetical protein	2458	1857	1993	2742	4380	211
SAOUHSC_02695	ABD31703.1	conserved hypothetical protein	727	623	627	1135	1243	134
SAOUHSC_02696	ABD31704.1	fmhA protein%2C putative	3046	2054	2574	566	600	47
SAOUHSC_02697	ABD31705.1	amino acid ABC transporter%2C ATP-binding protein%2C putative	45315	30935	36823	9127	14849	4568
SAOUHSC_02698	ABD31706.1	amino acid ABC transproter%2C permease protein%2C putative	22632	15344	18364	5795	9289	2888
SAOUHSC_02699	ABD31707.1	conserved hypothetical protein	18503	11297	15396	4606	8506	1518
SAOUHSC_02700	ABD31708.1	conserved hypothetical protein	4945	4743	4308	6336	12428	971
SAOUHSC_02701	ABD31709.1	hypothetical protein	113	83	90	112	188	3
SAOUHSC_02702	ABD31710.1	conserved hypothetical protein	4688	1837	1225	166	220	13
SAOUHSC_02703	ABD31711.1	phosphoglycerate mutase%2C putative	8126	5814	4770	14563	20205	2137
SAOUHSC_02704	ABD31712.1	conserved hypothetical protein	3094	2111	2594	2201	2504	238
SAOUHSC_02705	ABD31713.1	conserved hypothetical protein	22	15	31	39	74	4
SAOUHSC_02706	ABD31714.1	immunoglobulin G-binding protein Sbi%2C putative	23881	22080	15097	28925	43453	2567
SAOUHSC_02707	ABD31715.1	hypothetical protein	179	99	127	160	92	13
SAOUHSC_02708	ABD31716.1	gamma-hemolysin h-gamma-ii subunit%2C putative	5967	3916	2201	12929	21429	1062
SAOUHSC_02709	ABD31717.1	leukocidin s subunit precursor%2C putative	12519	8518	5313	15173	21971	1011
SAOUHSC_02710	ABD31718.1	leukocidin f subunit precursor	14448	10310	5789	12012	15685	1047
SAOUHSC_02711	ABD31719.1	conserved hypothetical protein	299	193	200	183	234	9
SAOUHSC_02712	ABD31720.1	6-carboxyhexanoate--CoA ligase%2C putative	620	430	423	406	620	60
SAOUHSC_02713	ABD31721.1	conserved hypothetical protein	630	414	448	393	497	43
SAOUHSC_02714	ABD31722.1	biotin synthase	494	331	322	217	307	48
SAOUHSC_02715	ABD31723.1	adenosylmethionine-8-amino-7-oxononanoate aminotransferase	488	270	280	124	96	14
SAOUHSC_02716	ABD31724.1	dethiobiotin synthase%2C putative	166	111	95	37	28	4
SAOUHSC_A02577	ABD32075.1	hypothetical protein	13	8	16	5	5	0
SAOUHSC_02717	ABD31725.1	conserved hypothetical protein	7	4	4	4	1	1
SAOUHSC_02718	ABD31726.1	conserved hypothetical protein	865	398	574	261	441	33
SAOUHSC_02719	ABD31727.1	conserved hypothetical protein	447	265	338	178	194	42
SAOUHSC_02720	ABD31728.1	conserved hypothetical protein	0	1	6	5	1	1
SAOUHSC_02721	ABD31729.1	conserved hypothetical protein	6532	4540	3241	4560	1791	730
SAOUHSC_02722	ABD31730.1	conserved hypothetical protein	954	650	801	1035	843	90
SAOUHSC_02723	ABD31731.1	glycerate kinase%2C putative	20910	19211	20622	5171	4658	1863
SAOUHSC_02724	ABD31732.1	conserved hypothetical protein	40949	38310	45296	8342	10107	933
SAOUHSC_02725	ABD31733.1	conserved hypothetical protein	4276	3658	2899	11959	13240	2630
SAOUHSC_02726	ABD31734.1	positive transcriptional activator%2C putative	269	266	219	441	771	243
SAOUHSC_02727	ABD31735.1	conserved hypothetical protein	2431	1778	943	4571	6205	1604
SAOUHSC_02728	ABD31736.1	conserved hypothetical protein	898	607	518	604	1124	93
SAOUHSC_02729	ABD31737.1	amino acid ABC transporter-like protein%2C putative	2196	2492	1610	5277	7737	1148
SAOUHSC_02731	ABD31738.1	conserved hypothetical protein	6300	4071	5083	8608	13546	836
SAOUHSC_02732	ABD31739.1	hypothetical protein	2	2	4	7	6	0
SAOUHSC_02733	ABD31740.1	membrane protein%2C putative	8712	6495	5027	16504	25243	3401
SAOUHSC_02734	ABD31741.1	conserved hypothetical protein	2	5	4	1	0	0
SAOUHSC_02736	ABD31742.1	conserved hypothetical protein	3854	2506	2823	3598	3998	313
SAOUHSC_02737	ABD31743.1	epimerase/dehydratase%2C putative	2089	1740	1107	1418	1695	346
SAOUHSC_02738	ABD31744.1	conserved hypothetical protein	118	69	52	128	225	11
SAOUHSC_02739	ABD31745.1	2-dehydropantoate 2-reductase	807	603	482	1861	2959	1110
SAOUHSC_02740	ABD31746.1	drug transporter%2C putative	1924	1462	1095	8724	9872	1336
SAOUHSC_02741	ABD31747.1	amino acid ABC transporter%2C permease protein%2C putative	2228	1385	1393	841	1131	276
SAOUHSC_02742	ABD31748.1	amino acid transporter%2C putative	2113	1372	1532	871	1209	179
SAOUHSC_02743	ABD31749.1	amino acid ABC transporter%2C permease protein%2C putative	755	443	495	346	583	109
SAOUHSC_02744	ABD31750.1	amino acid ABC transporter%2C ATP-binding protein%2C putative	1259	767	808	696	1517	430
SAOUHSC_02745	ABD31751.1	conserved hypothetical protein	27	24	14	5	8	1
SAOUHSC_02746	ABD31752.1	conserved hypothetical protein	84	52	57	21	17	5
SAOUHSC_02747	ABD31753.1	conserved hypothetical protein	3179	2051	2410	1570	1900	106
SAOUHSC_02750	ABD31754.1	conserved hypothetical protein	8197	5912	6605	3223	4423	752
SAOUHSC_02751	ABD31755.1	conserved hypothetical protein	5241	4966	3599	15469	18567	5617
SAOUHSC_02752	ABD31756.1	conserved hypothetical protein	7826	5720	6359	3108	3039	741
SAOUHSC_02753	ABD31757.1	membrane protein%2C putative	2488	2226	1686	3602	3925	948
SAOUHSC_02754	ABD31758.1	ABC transporter%2C ATP-binding protein%2C putative	1004	1027	750	1540	1443	731
SAOUHSC_02755	ABD31759.1	conserved hypothetical protein	6486	5117	4911	6835	7237	3262
SAOUHSC_02756	ABD31760.1	conserved hypothetical protein	6038	3666	5897	4086	3120	198
SAOUHSC_02757	ABD31761.1	conserved hypothetical protein	7091	5037	5939	5392	6400	97
SAOUHSC_02758	ABD31762.1	conserved hypothetical protein	199	113	134	81	98	7
SAOUHSC_02759	ABD31763.1	conserved hypothetical protein	2722	1843	1900	3625	5229	296
SAOUHSC_02760	ABD31764.1	glutamate synthase alpha subunit%2C putative	1800	1247	1079	2038	3145	740
SAOUHSC_02761	ABD31765.1	conserved hypothetical protein	607	400	478	857	1048	107
SAOUHSC_02762	ABD31766.1	conserved hypothetical protein	4938	3113	2938	886	1200	273
SAOUHSC_02763	ABD31767.1	peptide ABC transporter%2C ATP-binding protein%2C putative	1722	1147	1193	190	303	117
SAOUHSC_02764	ABD31768.1	peptide ABC transporter%2C ATP-binding protein%2C putative	1265	1006	750	161	276	63
SAOUHSC_02765	ABD31769.1	nickel ABC transporter%2C permease protein%2C putative	767	676	521	119	143	25
SAOUHSC_02766	ABD31770.1	peptide ABC transporter%2C permease protein%2C putative	2788	1564	1733	541	984	133
SAOUHSC_02767	ABD31771.1	peptide ABC transporter%2C peptide-binding protein%2C putative	8641	5707	5559	1407	3002	288
SAOUHSC_02768	ABD31772.1	conserved hypothetical protein	2813	1971	1586	173	307	34
SAOUHSC_02769	ABD31773.1	conserved hypothetical protein	2851	1951	1504	189	391	38
SAOUHSC_02770	ABD31774.1	conserved hypothetical protein	3103	2080	1539	219	398	77
SAOUHSC_02771	ABD31775.1	conserved hypothetical protein	408	320	400	1524	1785	360
SAOUHSC_02772	ABD31776.1	conserved hypothetical protein	2750	3125	1885	7915	14058	7804
SAOUHSC_02773	ABD31777.1	transporter%2C putative	3027	2610	2033	10891	17613	2051
SAOUHSC_02774	ABD31778.1	conserved hypothetical protein	2858	3160	2291	11378	14890	1032
SAOUHSC_02775	ABD31779.1	conserved hypothetical protein	469	291	322	570	871	76
SAOUHSC_02776	ABD31780.1	conserved hypothetical protein	129	84	88	309	556	37
SAOUHSC_A02635	ABD32076.1	hypothetical protein	21	14	11	30	100	3
SAOUHSC_02777	ABD31781.1	conserved hypothetical protein	260	133	126	874	1580	186
SAOUHSC_02778	ABD31782.1	conserved hypothetical protein	605	482	336	1940	4133	739
SAOUHSC_02779	ABD31783.1	conserved hypothetical protein	913	1095	588	3528	6098	722
SAOUHSC_02780	ABD31784.1	conserved hypothetical protein	749	490	462	2345	3389	3401
SAOUHSC_02781	ABD31785.1	conserved hypothetical protein	2745	1869	1209	9073	8349	474
SAOUHSC_02782	ABD31786.1	conserved hypothetical protein	196	149	140	148	216	13
SAOUHSC_02783	ABD31787.1	conserved hypothetical protein	503	354	392	529	786	142
SAOUHSC_02784	ABD31788.1	conserved hypothetical protein	169	98	113	140	238	28
SAOUHSC_02785	ABD31789.1	conserved hypothetical protein	144	89	103	170	210	12
SAOUHSC_02786	ABD31790.1	conserved hypothetical protein	62	41	32	75	85	4
SAOUHSC_02787	ABD31791.1	conserved hypothetical protein	536	378	374	615	925	196
SAOUHSC_02788	ABD31792.1	conserved hypothetical protein	481	283	367	596	1001	94
SAOUHSC_02789	ABD31793.1	conserved hypothetical protein	288	200	178	415	545	96
SAOUHSC_02790	ABD31794.1	conserved hypothetical protein	2555	1307	2011	2035	2471	225
SAOUHSC_02791	ABD31795.1	pyrophosphohydrolase%2C putative	170	109	133	259	445	39
SAOUHSC_02793	ABD31796.1	conserved hypothetical protein	1777	1058	1128	1368	1765	227
SAOUHSC_02794	ABD31797.1	conserved hypothetical protein	286	148	145	428	733	29
SAOUHSC_02795	ABD31798.1	conserved hypothetical protein	91	66	47	132	136	11
SAOUHSC_02796	ABD31799.1	conserved hypothetical protein	18	11	24	49	68	6
SAOUHSC_02797	ABD31800.1	conserved hypothetical protein	651	382	452	546	808	64
SAOUHSC_02798	ABD31801.1	conserved hypothetical protein	4684	3128	3748	2296	3653	1552
SAOUHSC_02799	ABD31802.1	staphylococcal accessory regulator T%2C putative	21	8	20	18	7	0
SAOUHSC_02800	ABD31803.1	conserved hypothetical protein	20	13	22	24	18	1
SAOUHSC_02801	ABD31804.1	UTP-glucose-1-phosphate uridylyltransferase	1585	994	1134	1463	2020	555
SAOUHSC_02802	ABD31805.1	fibronectin binding protein B%2C putative	14815	26889	17019	17261	9177	2098
SAOUHSC_02803	ABD31806.1	fibronectin-binding protein precursor%2C putative	11078	16876	11533	18374	16814	4593
SAOUHSC_02804	ABD31807.1	conserved hypothetical protein	14	13	5	15	20	0
SAOUHSC_02805	ABD31808.1	conserved hypothetical protein	13	6	9	2	1	0
SAOUHSC_02806	ABD31809.1	gluconate permease%2C putative	5634	6766	4327	2092	4024	1078
SAOUHSC_02808	ABD31810.1	gluconate kinase	3335	3885	2471	2254	4090	1593
SAOUHSC_02809	ABD31811.1	gluconate operon transcriptional repressor%2C putative	1688	1565	1097	2713	3811	2093
SAOUHSC_02810	ABD31812.1	conserved hypothetical protein	3666	2922	2432	3488	6280	1141
SAOUHSC_02811	ABD31813.1	conserved hypothetical protein	1008	793	737	1901	3626	213
SAOUHSC_02812	ABD31814.1	conserved hypothetical protein	13141	11104	8919	34513	47006	14656
